ID_PAYMENT,TIME_STAMP,CONTRAGENT,AMMOUNT,REF_NUMBER1,REF_NUMBER2,YEAR_RP,MONTH_RP,DAY_RP,ID_WEEKDAY,ID_CONTRAGENT,ID_ACCOUNT,ID_SERVICE
1196,2011-05-23T10:10:00..000000000,ЧЕЗ Електро България АД,28.12,Татко(300015157730),Татко(300015157730),2011,5,23,0,44,7,1
1197,2011-05-27T18:21:00..000000000,ГлоБул ЕАД,27.97,Кака(003834465),Кака(003834465),2011,5,27,4,27,11,3
1198,2011-05-30T11:56:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,5,30,0,40,7,4
1199,2011-06-06T09:06:00..000000000,ЧЕЗ Електро България АД,19.64,Кака(300024835954),Кака(300024835954),2011,6,6,0,44,11,1
1200,2011-06-06T09:06:00..000000000,Софийска вода (515),11.76,515(5029035),515(5029035),2011,6,6,0,14,7,2
1201,2011-06-06T09:06:00..000000000,ГлоБул ЕАД,19.12,Tatko(000082500),Tatko(000082500),2011,6,6,0,27,3,3
1202,2011-06-06T10:28:00..000000000,М-Тел,99.47,Моят телефон(08870589596601),Моят телефон(08870589596601),2011,6,6,0,32,1,3
1203,2011-06-08T15:20:00..000000000,Софийска вода (423),11.76,423(4046798),423(4046798),2011,6,8,2,15,2,2
1204,2011-06-09T16:51:00..000000000,БТК,20.36,БТК - Кака(028725348),БТК - Кака(028725348),2011,6,9,3,25,11,3
1205,2011-06-09T16:51:00..000000000,БТК,3.24,423(028254825),423(028254825),2011,6,9,3,25,2,3
1206,2011-06-15T08:31:00..000000000,Софийска вода АД,12.25,Кака(3035289),Кака(3035289),2011,6,15,2,39,11,2
1207,2011-06-16T19:01:00..000000000,VIVACOM (фиксирана мрежа),30.18,515(12952197001),515(12952197001),2011,6,16,3,24,7,3
1208,2011-06-17T12:39:00..000000000,Топлофикация София ЕАД,22.6,515(164402),515(164402),2011,6,17,4,42,7,5
1209,2011-06-17T12:39:00..000000000,Топлофикация София ЕАД,25.38,423(151415),423(151415),2011,6,17,4,42,2,5
1210,2011-06-17T12:39:00..000000000,М-Тел,5.57,Tatko(08846041746544),Tatko(08846041746544),2011,6,17,4,32,3,3
1211,2011-06-20T10:42:00..000000000,ЧЕЗ Електро България АД,22.76,Татко(300015157730),Татко(300015157730),2011,6,20,0,44,7,1
1212,2011-06-20T10:42:00..000000000,ЧЕЗ Електро България АД,19.84,515(300015349354),515(300015349354),2011,6,20,0,44,7,1
1213,2011-06-27T08:44:00..000000000,ГлоБул ЕАД,27.34,Кака(003834465),Кака(003834465),2011,6,27,0,27,11,3
1214,2011-06-27T08:44:00..000000000,ГлоБул ЕАД,51.56,Mama(002039600),Mama(002039600),2011,6,27,0,27,9,3
1215,2011-06-27T08:44:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,6,27,0,40,7,4
1216,2011-07-05T10:13:00..000000000,ЧЕЗ Електро България АД,15.78,Кака(300024835954),Кака(300024835954),2011,7,5,1,44,11,1
1217,2011-07-05T10:13:00..000000000,ГлоБул ЕАД,18.32,Tatko(000082500),Tatko(000082500),2011,7,5,1,27,3,3
1218,2011-07-05T10:13:00..000000000,Софийска вода (515),15.92,515(5029035),515(5029035),2011,7,5,1,14,7,2
1219,2011-07-08T10:16:00..000000000,Софийска вода (423),11.76,423(4046798),423(4046798),2011,7,8,4,15,2,2
1220,2011-07-11T09:17:00..000000000,Софийска вода АД,11.76,Кака(3035289),Кака(3035289),2011,7,11,0,39,11,2
1221,2011-07-11T09:17:00..000000000,БТК,27.79,БТК - Кака(028725348),БТК - Кака(028725348),2011,7,11,0,25,11,3
1222,2011-07-11T09:17:00..000000000,БТК,2.2,423(028254825),423(028254825),2011,7,11,0,25,2,3
1223,2011-07-13T09:00:00..000000000,М-Тел,5.22,Tatko(08846041746544),Tatko(08846041746544),2011,7,13,2,32,3,3
1224,2011-07-17T18:59:00..000000000,Топлофикация София ЕАД,23.47,515(164402),515(164402),2011,7,17,6,42,7,5
1225,2011-07-17T18:59:00..000000000,Топлофикация София ЕАД,22.01,423(151415),423(151415),2011,7,17,6,42,2,5
1226,2011-07-17T18:59:00..000000000,VIVACOM (фиксирана мрежа),39.07,515(12952197001),515(12952197001),2011,7,17,6,24,7,3
1227,2011-07-21T10:29:00..000000000,ЧЕЗ Електро България АД,17.87,515(300015349354),515(300015349354),2011,7,21,3,44,7,1
1228,2011-07-21T10:29:00..000000000,ЧЕЗ Електро България АД,24.49,Татко(300015157730),Татко(300015157730),2011,7,21,3,44,7,1
1229,2011-07-27T11:56:00..000000000,ГлоБул ЕАД,50.12,Mama(002039600),Mama(002039600),2011,7,27,2,27,9,3
1230,2011-07-29T10:39:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,7,29,4,40,7,4
1231,2011-08-01T08:43:00..000000000,Топлофикация София ЕАД,18.36,423(151415),423(151415),2011,8,1,0,42,2,5
1232,2011-08-01T08:43:00..000000000,Топлофикация София ЕАД,26.52,515(164402),515(164402),2011,8,1,0,42,7,5
1233,2011-08-03T17:34:00..000000000,Софийска вода (515),10.08,515(5029035),515(5029035),2011,8,3,2,14,7,2
1234,2011-08-03T17:34:00..000000000,ГлоБул ЕАД,9.83,Tatko(000082500),Tatko(000082500),2011,8,3,2,27,3,3
1235,2011-08-05T09:35:00..000000000,Софийска вода (423),11.76,423(4046798),423(4046798),2011,8,5,4,15,2,2
1236,2011-08-05T09:35:00..000000000,Е.ОН България,13.4,Балчик(1200012030),Балчик(1200012030),2011,8,5,4,29,10,1
1237,2011-08-05T09:35:00..000000000,Е.ОН България,6.31,Балчик-2(1200012028),Балчик-2(1200012028),2011,8,5,4,29,10,1
1238,2011-08-08T09:50:00..000000000,ЧЕЗ Електро България АД,12.95,Кака(300024835954),Кака(300024835954),2011,8,8,0,44,11,1
1239,2011-08-09T12:18:00..000000000,БТК,32.56,БТК - Кака(028725348),БТК - Кака(028725348),2011,8,9,1,25,11,3
1240,2011-08-09T12:18:00..000000000,БТК,3.91,423(028254825),423(028254825),2011,8,9,1,25,2,3
1241,2011-08-10T10:04:00..000000000,Софийска вода АД,11.76,Кака(3035289),Кака(3035289),2011,8,10,2,39,11,2
1242,2011-08-10T10:05:00..000000000,М-Тел,5.35,Tatko(08846041746544),Tatko(08846041746544),2011,8,10,2,32,3,3
1243,2011-08-17T10:59:00..000000000,VIVACOM (фиксирана мрежа),19.4,515(12952197001),515(12952197001),2011,8,17,2,24,7,3
1244,2011-08-19T21:03:00..000000000,ЧЕЗ Електро България АД,35.44,Татко(300015157730),Татко(300015157730),2011,8,19,4,44,7,1
1245,2011-08-19T21:03:00..000000000,Топлофикация София ЕАД,28.47,515(164402),515(164402),2011,8,19,4,42,7,5
1246,2011-08-19T21:03:00..000000000,Топлофикация София ЕАД,75.55,423(151415),423(151415),2011,8,19,4,42,2,5
1247,2011-08-19T21:03:00..000000000,ЧЕЗ Електро България АД,15.72,515(300015349354),515(300015349354),2011,8,19,4,44,7,1
1248,2011-08-26T09:44:00..000000000,ГлоБул ЕАД,47.65,Mama(002039600),Mama(002039600),2011,8,26,4,27,9,3
1249,2011-08-29T09:07:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,8,29,0,40,7,4
1250,2011-09-02T13:35:00..000000000,ГлоБул ЕАД,13.62,Tatko(000082500),Tatko(000082500),2011,9,2,4,27,3,3
1251,2011-09-05T08:26:00..000000000,ЧЕЗ Електро България АД,21.16,Кака(300024835954),Кака(300024835954),2011,9,5,0,44,11,1
1252,2011-09-06T17:19:00..000000000,Е.ОН България,6.13,Балчик(1200012030),Балчик(1200012030),2011,9,6,1,29,10,1
1253,2011-09-06T17:19:00..000000000,Софийска вода (423),20.16,423(4046798),423(4046798),2011,9,6,1,15,2,2
1254,2011-09-06T17:19:00..000000000,Е.ОН България,.68,Балчик-2(1200012028),Балчик-2(1200012028),2011,9,6,1,29,10,1
1255,2011-09-07T11:34:00..000000000,Софийска вода (515),10.08,515(5029035),515(5029035),2011,9,7,2,14,7,2
1256,2011-09-09T09:50:00..000000000,БТК,38.42,БТК - Кака(028725348),БТК - Кака(028725348),2011,9,9,4,25,11,3
1257,2011-09-13T09:37:00..000000000,БТК,11.34,423(028254825),423(028254825),2011,9,13,1,25,2,3
1258,2011-09-18T10:36:00..000000000,Топлофикация София ЕАД,21.29,515(164402),515(164402),2011,9,18,6,42,7,5
1259,2011-09-18T10:36:00..000000000,VIVACOM (фиксирана мрежа),34.4,515(12952197001),515(12952197001),2011,9,18,6,24,7,3
1260,2011-09-19T09:17:00..000000000,Топлофикация София ЕАД,22.59,423(151415),423(151415),2011,9,19,0,42,2,5
1261,2011-09-20T12:33:00..000000000,ЧЕЗ Електро България АД,28.74,Татко(300015157730),Татко(300015157730),2011,9,20,1,44,7,1
1262,2011-09-25T12:50:00..000000000,ЧЕЗ Електро България АД,18.74,515(300015349354),515(300015349354),2011,9,25,6,44,7,1
1263,2011-09-26T14:40:00..000000000,ГлоБул ЕАД,53.17,Mama(002039600),Mama(002039600),2011,9,26,0,27,9,3
1264,2011-09-27T08:55:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,9,27,1,40,7,4
1265,2011-10-05T10:35:00..000000000,Софийска вода (423),13.44,423(4046798),423(4046798),2011,10,5,2,15,2,2
1266,2011-10-05T10:35:00..000000000,ГлоБул ЕАД,13.76,Tatko(000082500),Tatko(000082500),2011,10,5,2,27,3,3
1267,2011-10-05T17:23:00..000000000,Софийска вода (515),15.08,515(5029035),515(5029035),2011,10,5,2,14,7,2
1268,2011-10-06T10:24:00..000000000,ЧЕЗ Електро България АД,20.5,Кака(300024835954),Кака(300024835954),2011,10,6,3,44,11,1
1269,2011-10-10T08:43:00..000000000,БТК,30.01,БТК - Кака(028725348),БТК - Кака(028725348),2011,10,10,0,25,11,3
1270,2011-10-10T08:43:00..000000000,БТК,5.53,423(028254825),423(028254825),2011,10,10,0,25,2,3
1271,2011-10-17T08:29:00..000000000,VIVACOM (фиксирана мрежа),35,515(12952197001),515(12952197001),2011,10,17,0,24,7,3
1272,2011-10-19T11:32:00..000000000,Топлофикация София ЕАД,26.29,515(164402),515(164402),2011,10,19,2,42,7,5
1273,2011-10-19T11:32:00..000000000,Топлофикация София ЕАД,21.93,423(151415),423(151415),2011,10,19,2,42,2,5
1274,2011-10-21T13:22:00..000000000,ЧЕЗ Електро България АД,16.67,515(300015349354),515(300015349354),2011,10,21,4,44,7,1
1275,2011-10-21T13:22:00..000000000,ЧЕЗ Електро България АД,20.18,Татко(300015157730),Татко(300015157730),2011,10,21,4,44,7,1
1276,2011-10-24T11:26:00..000000000,ГлоБул ЕАД,45.14,Mama(002039600),Mama(002039600),2011,10,24,0,27,9,3
1277,2011-10-28T10:50:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,10,28,4,40,7,4
1278,2011-11-04T08:27:00..000000000,Софийска вода (515),11.76,515(5029035),515(5029035),2011,11,4,4,14,7,2
1279,2011-11-04T08:27:00..000000000,Софийска вода (423),13.44,423(4046798),423(4046798),2011,11,4,4,15,2,2
1280,2011-11-04T08:27:00..000000000,ГлоБул ЕАД,13.62,Tatko(000082500),Tatko(000082500),2011,11,4,4,27,3,3
1281,2011-11-07T08:21:00..000000000,ЧЕЗ Електро България АД,15.47,Кака(300024835954),Кака(300024835954),2011,11,7,0,44,11,1
1282,2011-11-08T09:26:00..000000000,Софийска вода АД,8.51,Кака(3035289),Кака(3035289),2011,11,8,1,39,11,2
1283,2011-11-09T09:03:00..000000000,БТК,7.08,423(028254825),423(028254825),2011,11,9,2,25,2,3
1284,2011-11-15T08:13:00..000000000,Топлофикация София ЕАД,52.96,515(164402),515(164402),2011,11,15,1,42,7,5
1285,2011-11-15T08:13:00..000000000,Топлофикация София ЕАД,56.37,423(151415),423(151415),2011,11,15,1,42,2,5
1286,2011-11-15T08:13:00..000000000,БТК,12.19,БТК - Кака(028725348),БТК - Кака(028725348),2011,11,15,1,25,11,3
1287,2011-11-16T13:03:00..000000000,VIVACOM (фиксирана мрежа),35.17,515(12952197001),515(12952197001),2011,11,16,2,24,7,3
1288,2011-11-21T08:16:00..000000000,ЧЕЗ Електро България АД,16.03,515(300015349354),515(300015349354),2011,11,21,0,44,7,1
1289,2011-11-21T08:16:00..000000000,ЧЕЗ Електро България АД,31.91,Татко(300015157730),Татко(300015157730),2011,11,21,0,44,7,1
1290,2011-11-22T14:45:00..000000000,ГлоБул ЕАД,45.26,Mama(002039600),Mama(002039600),2011,11,22,1,27,9,3
1291,2011-11-22T14:45:00..000000000,ГлоБул ЕАД,11.37,Кака(003834465),Кака(003834465),2011,11,22,1,27,11,3
1292,2011-11-27T12:50:00..000000000,Софийска кабелна компания и Ко ООД,38,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2011,11,27,6,40,7,4
1293,2011-12-05T08:19:00..000000000,ЧЕЗ Електро България АД,20.92,Кака(300024835954),Кака(300024835954),2011,12,5,0,44,11,1
1294,2011-12-05T08:19:00..000000000,Софийска вода (515),10.08,515(5029035),515(5029035),2011,12,5,0,14,7,2
1295,2011-12-10T09:59:00..000000000,Софийска вода (423),26.45,423(4046798),423(4046798),2011,12,10,5,15,2,2
1296,2011-12-10T09:59:00..000000000,ГлоБул ЕАД,13.62,Tatko(000082500),Tatko(000082500),2011,12,10,5,27,3,3
1297,2011-12-10T09:59:00..000000000,БТК,7.8,БТК - Кака(028725348),БТК - Кака(028725348),2011,12,10,5,25,11,3
1298,2011-12-10T09:59:00..000000000,Софийска вода АД,1.49,Кака(3035289),Кака(3035289),2011,12,10,5,39,11,2
1299,2011-12-10T09:59:00..000000000,БТК,3.02,423(028254825),423(028254825),2011,12,10,5,25,2,3
1300,2011-12-19T14:20:00..000000000,Топлофикация София ЕАД,98.11,515(164402),515(164402),2011,12,19,0,42,7,5
1301,2011-12-19T14:20:00..000000000,Топлофикация София ЕАД,115.27,423(151415),423(151415),2011,12,19,0,42,2,5
1302,2011-12-19T14:20:00..000000000,VIVACOM (фиксирана мрежа),35.2,515(12952197001),515(12952197001),2011,12,19,0,24,7,3
1303,2011-12-20T09:43:00..000000000,ЧЕЗ Електро България АД,14.11,515(300015349354),515(300015349354),2011,12,20,1,44,7,1
1304,2011-12-20T09:43:00..000000000,ЧЕЗ Електро България АД,19.55,Татко(300015157730),Татко(300015157730),2011,12,20,1,44,7,1
1305,2011-12-25T10:42:00..000000000,ГлоБул ЕАД,37,Кака(003834465),Кака(003834465),2011,12,25,6,27,11,3
1306,2011-12-25T10:42:00..000000000,ГлоБул ЕАД,58.92,Mama(002039600),Mama(002039600),2011,12,25,6,27,9,3
1307,2012-01-06T09:19:00..000000000,ЧЕЗ Електро България АД,18.42,Кака(300024835954),Кака(300024835954),2012,1,6,4,44,11,1
1308,2012-01-06T09:19:00..000000000,ГлоБул ЕАД,14.33,Tatko(000082500),Tatko(000082500),2012,1,6,4,27,3,3
1309,2012-01-09T09:00:00..000000000,Софийска вода (423),15.12,423(4046798),423(4046798),2012,1,9,0,15,2,2
1310,2012-01-09T09:00:00..000000000,Софийска вода (515),6.85,515(5029035),515(5029035),2012,1,9,0,14,7,2
1311,2012-01-09T09:00:00..000000000,БТК,8.99,БТК - Кака(028725348),БТК - Кака(028725348),2012,1,9,0,25,11,3
1312,2012-01-09T09:00:00..000000000,БТК,7.94,423(028254825),423(028254825),2012,1,9,0,25,2,3
1313,2012-01-12T14:01:00..000000000,Софийска вода АД,8.4,Кака(3035289),Кака(3035289),2012,1,12,3,39,11,2
1314,2012-01-16T09:12:00..000000000,VIVACOM (фиксирана мрежа),35,515(12952197001),515(12952197001),2012,1,16,0,24,7,3
1315,2012-01-19T08:10:00..000000000,Топлофикация София ЕАД,117.01,515(164402),515(164402),2012,1,19,3,42,7,5
1316,2012-01-19T08:10:00..000000000,Топлофикация София ЕАД,129.09,423(151415),423(151415),2012,1,19,3,42,2,5
1317,2012-01-24T12:25:00..000000000,ЧЕЗ Електро България АД,28.26,Татко(300015157730),Татко(300015157730),2012,1,24,1,44,7,1
1318,2012-01-26T12:09:00..000000000,ЧЕЗ Електро България АД,16.37,515(300015349354),515(300015349354),2012,1,26,3,44,7,1
1319,2012-02-06T08:37:00..000000000,ЧЕЗ Електро България АД,7.52,Кака(300024835954),Кака(300024835954),2012,2,6,0,44,11,1
1320,2012-02-07T14:10:00..000000000,Софийска вода (515),11.76,515(5029035),515(5029035),2012,2,7,1,14,7,2
1321,2012-02-07T14:10:00..000000000,Софийска вода (423),15.12,423(4046798),423(4046798),2012,2,7,1,15,2,2
1322,2012-02-12T10:04:00..000000000,БТК,7.8,БТК - Кака(028725348),БТК - Кака(028725348),2012,2,12,6,25,11,3
1323,2012-02-12T10:04:00..000000000,БТК,4.64,423(028254825),423(028254825),2012,2,12,6,25,2,3
1324,2012-02-19T09:09:00..000000000,Топлофикация София ЕАД,161.22,423(151415),423(151415),2012,2,19,6,42,2,5
1325,2012-02-19T09:09:00..000000000,Топлофикация София ЕАД,146.04,515(164402),515(164402),2012,2,19,6,42,7,5
1326,2012-02-19T09:22:00..000000000,ЧЕЗ Електро България АД,15.59,515(300015349354),515(300015349354),2012,2,19,6,44,7,1
1327,2012-02-19T09:22:00..000000000,Софийска вода АД,8.4,Кака(3035289),Кака(3035289),2012,2,19,6,39,11,2
1328,2012-02-19T09:22:00..000000000,ЧЕЗ Електро България АД,20.72,Татко(300015157730),Татко(300015157730),2012,2,19,6,44,7,1
1329,2012-02-19T09:22:00..000000000,VIVACOM (фиксирана мрежа),35.14,515(12952197001),515(12952197001),2012,2,19,6,24,7,3
1330,2012-02-27T11:57:00..000000000,Софийска кабелна компания и Ко ООД,28.9,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2012,2,27,0,40,7,4
1331,2012-03-05T08:21:00..000000000,ЧЕЗ Електро България АД,8.89,Кака(300024835954),Кака(300024835954),2012,3,5,0,44,11,1
1332,2012-03-07T09:00:00..000000000,Софийска вода (423),9.17,423(4046798),423(4046798),2012,3,7,2,15,2,2
1333,2012-03-09T08:41:00..000000000,Софийска вода (515),5.04,515(5029035),515(5029035),2012,3,9,4,14,7,2
1334,2012-03-09T14:15:00..000000000,БТК,10.98,БТК - Кака(028725348),БТК - Кака(028725348),2012,3,9,4,25,11,3
1335,2012-03-09T14:15:00..000000000,БТК,3.35,423(028254825),423(028254825),2012,3,9,4,25,2,3
1336,2012-03-14T18:54:00..000000000,Местни данъци и такси - Столична община,105.47,Парт. 7212H70189 Ж. КП. ЛЮЛИН515  ВХ.Д  ЕТ.4  АП.107 МАХ.(7811236601.721270189),Парт. 7212H70189 Ж. КП. ЛЮЛИН515  ВХ.Д  ЕТ.4  АП.107 МАХ.(7811236601.721270189),2012,3,14,2,35,7,7
1337,2012-03-22T20:12:00..000000000,ЧЕЗ Електро България АД,19.6,Татко(300015157730),Татко(300015157730),2012,3,22,3,44,7,1
1338,2012-03-22T20:12:00..000000000,ЧЕЗ Електро България АД,16.67,515(300015349354),515(300015349354),2012,3,22,3,44,7,1
1339,2012-03-22T20:12:00..000000000,Топлофикация София ЕАД,147.96,515(164402),515(164402),2012,3,22,3,42,7,5
1340,2012-03-22T20:12:00..000000000,Топлофикация София ЕАД,167.96,423(151415),423(151415),2012,3,22,3,42,2,5
1341,2012-03-22T20:12:00..000000000,VIVACOM (фиксирана мрежа),35,515(12952197001),515(12952197001),2012,3,22,3,24,7,3
1342,2012-04-10T09:04:00..000000000,Софийска вода (423),13.44,423(4046798),423(4046798),2012,4,10,1,15,2,2
1343,2012-04-10T09:04:00..000000000,VIVACOM,10.74,Кака(028725348),Кака(028725348),2012,4,10,1,23,11,3
1344,2012-04-10T09:04:00..000000000,ЧЕЗ Електро България АД,22.37,Кака(300024835954),Кака(300024835954),2012,4,10,1,44,11,1
1345,2012-04-10T09:04:00..000000000,Софийска вода (515),11.94,515(5029035),515(5029035),2012,4,10,1,14,7,2
1346,2012-04-10T09:04:00..000000000,VIVACOM,4.57,423(028254825),423(028254825),2012,4,10,1,23,2,3
1347,2012-04-17T10:33:00..000000000,Топлофикация София ЕАД,96.99,423(151415),423(151415),2012,4,17,1,42,2,5
1348,2012-04-17T10:33:00..000000000,Топлофикация София ЕАД,86.72,515(164402),515(164402),2012,4,17,1,42,7,5
1349,2012-04-20T11:24:00..000000000,VIVACOM,35,515(12952197001),515(12952197001),2012,4,20,4,23,7,3
1350,2012-04-22T11:11:00..000000000,ЧЕЗ Електро България АД,23.24,515(300015349354),515(300015349354),2012,4,22,6,44,7,1
1351,2012-04-22T11:11:00..000000000,ЧЕЗ Електро България АД,21.9,423(300015157730),423(300015157730),2012,4,22,6,44,2,1
1352,2012-05-04T10:04:00..000000000,Софийска вода (515),10.08,515(5029035),515(5029035),2012,5,4,4,14,7,2
1353,2012-05-06T17:44:00..000000000,Софийска вода (423),15.12,423(4046798),423(4046798),2012,5,6,6,15,2,2
1354,2012-05-07T12:27:00..000000000,ЧЕЗ Електро България АД,18.06,Кака(300024835954),Кака(300024835954),2012,5,7,0,44,11,1
1355,2012-05-09T10:02:00..000000000,VIVACOM,12.19,Кака(028725348),Кака(028725348),2012,5,9,2,23,11,3
1356,2012-05-09T10:02:00..000000000,Софийска кабелна компания и Ко ООД,28.9,"Люлин 515, 107(40001660)","Люлин 515, 107(40001660)",2012,5,9,2,40,7,4
1357,2012-05-09T10:02:00..000000000,VIVACOM,4.22,423(028254825),423(028254825),2012,5,9,2,23,2,3
1358,2012-05-14T08:04:00..000000000,Софийска вода АД,1.68,Кака(3035289),Кака(3035289),2012,5,14,0,39,11,2
1359,2012-05-14T08:04:00..000000000,Топлофикация София ЕАД,53.63,423(151415),423(151415),2012,5,14,0,42,2,5
1360,2014-10-13T00:00:00..000000000,VIVACOM,4.75,Tatko,Tatko,2014,10,3,2,23,3,3
1361,2014-10-13T00:00:00..000000000,ЧЕЗ (423),23.53,Tatko,Tatko,2014,10,3,2,13,2,1
1362,2014-10-14T00:00:00..000000000,Софийска вода АД,5.29,Кака,Кака,2014,10,4,3,39,11,2
1363,2014-10-17T00:00:00..000000000,Топлофикация София ЕАД,18.21,Martin,Martin,2014,10,7,6,42,7,5
1364,2014-10-17T00:00:00..000000000,Топлофикация София ЕАД,26.69,Tatko,Tatko,2014,10,7,6,42,3,5
1365,2014-10-17T00:00:00..000000000,Топлофикация София ЕАД,28.89,Паша,Паша,2014,10,7,6,42,4,5
1366,2014-10-21T00:00:00..000000000,ГлоБул ЕАД,20.18,Кака,Кака,2014,10,4,3,27,11,3
1367,2014-10-21T00:00:00..000000000,ГлоБул ЕАД,38.98,Martin,Martin,2014,10,4,3,27,1,3
1368,2014-10-26T00:00:00..000000000,ЧЕЗ,24.74,Паша,Паша,2014,10,2,1,43,4,1
1369,2014-10-28T00:00:00..000000000,ЧЕЗ (Стефка),22.25,Кака,Кака,2014,10,4,3,,11,1
1371,2014-10-28T00:00:00..000000000,TV NET,28.95,Martin,Martin,2014,10,4,3,21,7,4
1372,2014-10-28T00:00:00..000000000,Софийска вода (Паша),14.11,Паша,Паша,2014,10,4,3,,4,2
1373,2014-10-28T00:00:00..000000000,ГлоБул ЕАД,82.78,Паша,Паша,2014,10,4,3,27,4,3
1374,2014-11-02T00:00:00..000000000,Макс Телеком,14.9,Max Telecom - 423,Max Telecom - 423,2014,11,2,1,33,1,4
1375,2014-11-04T00:00:00..000000000,ГлоБул ЕАД,12.9,Георги,Георги,2014,11,4,3,27,3,3
1376,2014-11-10T00:00:00..000000000,VIVACOM,8.84,Стефка,Стефка,2014,11,3,2,23,11,3
1377,2014-11-10T00:00:00..000000000,VIVACOM,2.06,423,423,2014,11,3,2,23,2,3
1378,2014-11-11T00:00:00..000000000,Софийска вода (515),10.58,515,515,2014,11,4,3,14,7,2
1379,2014-11-11T00:00:00..000000000,Софийска вода (423),12.35,423,423,2014,11,4,3,15,2,2
1380,2014-11-11T00:00:00..000000000,ЧЕЗ (423),34.44,423,423,2014,11,4,3,13,2,1
1381,2014-11-13T00:00:00..000000000,Софийска вода АД,5.29,Кака,Кака,2014,11,6,5,39,11,2
1382,2014-11-13T00:00:00..000000000,ЧЕЗ (515),58.32,515,515,2014,11,6,5,5,7,1
1383,2014-11-14T00:00:00..000000000,Топлофикация София ЕАД,28.68,515,515,2014,11,7,6,42,7,5
1384,2014-11-14T00:00:00..000000000,Топлофикация София ЕАД,41.87,423,423,2014,11,7,6,42,2,5
1385,2014-11-21T00:00:00..000000000,ГлоБул ЕАД,20.11,Стефка,Стефка,2014,11,7,6,27,11,3
1386,2014-11-21T00:00:00..000000000,ГлоБул ЕАД,48.97,Глобул,Глобул,2014,11,7,6,27,1,3
1387,2014-11-26T00:00:00..000000000,ГлоБул ЕАД,108.54,Паша,Паша,2014,11,5,4,27,4,3
1388,2014-11-27T00:00:00..000000000,ЧЕЗ (Стефка),23.51,Кака,Кака,2014,11,6,5,,11,1
1389,2014-11-27T00:00:00..000000000,TV NET,28.95,515,515,2014,11,6,5,21,7,4
1390,2014-12-03T00:00:00..000000000,Макс Телеком,14.9,Max Telecom - 423,Max Telecom - 423,2014,12,5,4,33,1,4
1391,2014-12-03T00:00:00..000000000,ГлоБул ЕАД,12.9,Георги,Георги,2014,12,5,4,27,3,3
1392,2014-12-04T00:00:00..000000000,Софийска вода (423),9.6,423,423,2014,12,6,5,15,2,2
1393,2014-12-09T00:00:00..000000000,VIVACOM,11.45,Стефка,Стефка,2014,12,4,3,23,11,3
1394,2014-12-09T00:00:00..000000000,Софийска вода (515),12.35,515,515,2014,12,4,3,14,7,2
1395,2014-12-09T00:00:00..000000000,VIVACOM,2.89,423,423,2014,12,4,3,23,2,3
1396,2014-12-11T00:00:00..000000000,Софийска вода АД,5.29,Кака,Кака,2014,12,6,5,39,11,2
1397,2014-12-11T00:00:00..000000000,ЧЕЗ (515),37.38,515,515,2014,12,6,5,5,7,1
1398,2014-12-11T00:00:00..000000000,ЧЕЗ (423),29.58,423,423,2014,12,6,5,13,2,1
1399,2014-12-17T00:00:00..000000000,Топлофикация София ЕАД,66.3,515,515,2014,12,5,4,42,7,5
1400,2014-12-17T00:00:00..000000000,Топлофикация София ЕАД,91.27,423,423,2014,12,5,4,42,2,5
1401,2014-12-21T00:00:00..000000000,ГлоБул ЕАД,20,Стефка,Стефка,2014,12,2,1,27,11,3
1402,2014-12-21T00:00:00..000000000,ГлоБул ЕАД,54.12,Глобул,Глобул,2014,12,2,1,27,1,3
1403,2014-12-29T00:00:00..000000000,ЧЕЗ (Стефка),19.84,Кака,Кака,2014,12,3,2,,11,1
1404,2014-12-29T00:00:00..000000000,TV NET,28.95,515,515,2014,12,3,2,21,7,4
1405,2014-12-30T00:00:00..000000000,ГлоБул ЕАД,79.6,Паша,Паша,2014,12,4,3,27,4,3
1406,2015-01-02T00:00:00..000000000,Макс Телеком,14.9,Max Telecom - 423,Max Telecom - 423,2015,1,7,6,33,1,4
1407,2015-01-03T00:00:00..000000000,ГлоБул ЕАД,12.9,Георги,Георги,2015,1,8,7,27,3,3
1408,2015-01-07T00:00:00..000000000,Софийска вода (515),9.24,515,515,2015,1,5,4,14,7,2
1409,2015-01-10T00:00:00..000000000,VIVACOM,10.4,Стефка,Стефка,2015,1,8,7,23,11,3
1410,2015-01-10T00:00:00..000000000,VIVACOM,11.44,423,423,2015,1,8,7,23,2,3
1411,2015-01-12T00:00:00..000000000,ЧЕЗ (515),45.67,515,515,2015,1,3,2,5,7,1
