ID_CONTRAGENT,CONTRAGENT_ID,LEGAL_NAME,CONTRAGENT_COL
329,1733,SCS Franchise AD/ Ekat Sofia BGR,SCS
395,1753,WWW.CRM-STUDENTS.COM R BIRMINGHAM GBR,WWW.CRM-STUDENTS.COM
396,1754,GRAMMARLY COLQHGWMI 8883186146 USA,GRAMMARLY
398,1793,GEPIME.COM 359892410034 BGR,GEPIME.COM
400,1874,RESTAURANT AHORA SOFIA BGR,AHORA
401,1893,BIMBO TOYS SOFIYA BGR,BIMBO
397,1774,KSG Bankya BGR,KSG
112,1833,URBAN MOBILITY CENTER SOFIA BGR,MOBILNOST
59,1857,DM 005 SILISTRA SILISTRA BGR,DM
402,1894,SOCIAL CAFE SOFIA BGR,SOCIAL
50,1854,LIDL Bulgaria EOOD Lidl BGR,LIDL
10,1855,Amazon.de AMAZON.DE LUX,AMAZON
399,1856,DRUSTARTOURINVES SILISTRA BGR,DRUSTARTOURINVES
30,1895,BILLA 136 P.VLADIGEROV Sofia BGR,BILLA
393,1697,IORDANOVA-78 SOFIYA BGR,IORDANOVA-78
134,1773,DELI KAFE SOFIYA BGR,GREEN
59,1853,DM 025 SOFIA BP SOFIYA BGR,DM
42,1875,HAPPY BAR & GRIL BANKYA BGR,HAPPY
